"ID","google_id","dept","XDIndicator"
2771,"Q-3EgJ0AAAAJ","BIO","XD"
2772,"Q-As1CEAAAAJ","CS","CS"
2773,"q-t3rScAAAAJ","BIO","XD"
2774,"q0MzO6cAAAAJ","CS","CS"
2775,"q0nuNrEAAAAJ","CS","CS"
2776,"q0xdxtsAAAAJ","BIO","BIO"
2777,"q16KVs0AAAAJ","CS","CS"
2778,"q1bkP7AAAAAJ","CS","CS"
2779,"Q29WmWwAAAAJ","CS","CS"
2780,"Q2yN84AAAAAJ","CS","CS"
2781,"Q3FvLzUAAAAJ","CS","CS"
2782,"Q3KRC5gAAAAJ","CS","CS"
2783,"Q3xxVngAAAAJ","CS","CS"
2784,"Q4DTPw4AAAAJ","CS","CS"
2785,"q4jzCrYAAAAJ","BIO","XD"
2786,"Q4NenncAAAAJ","BIO","XD"
2787,"q5GIWC0AAAAJ","CS","CS"
2788,"Q5KT-hEAAAAJ","CS","CS"
2789,"q5RyRCMAAAAJ","BIO","XD"
2790,"q5SugFoAAAAJ","BIO","BIO"
2791,"q5z-aZEAAAAJ","BIO","BIO"
2792,"q6CI9VcAAAAJ","BIO","BIO"
2793,"q6HxSeUAAAAJ","CS","CS"
2794,"q6LXYtUAAAAJ","CS","CS"
2795,"Q6pxNZYAAAAJ","CS","XD"
2796,"Q6VLB4gAAAAJ","CS","XD"
2797,"q82gOawAAAAJ","CS","CS"
2798,"q92q8SMAAAAJ","CS","XD"
2799,"q9z6Pt8AAAAJ","BIO","BIO"
2800,"qa9dTwkAAAAJ","CS","CS"
2801,"qaAebdkAAAAJ","BIO","XD"
2802,"qABYFOIAAAAJ","CS","CS"
2803,"qAKfQW0AAAAJ","CS","CS"
2804,"QaLf6bEAAAAJ","CS","CS"
2805,"qAow5LwAAAAJ","CS","XD"
2806,"Qa_TAw4AAAAJ","CS","CS"
2807,"QB73wDkAAAAJ","BIO","XD"
2808,"QBELV48AAAAJ","BIO","BIO"
2809,"qBHsQ04AAAAJ","CS","CS"
2810,"qBTbnEQAAAAJ","CS","CS"
2811,"qBxl76YAAAAJ","CS","CS"
2812,"Qc7U3TcAAAAJ","BIO","XD"
2813,"QCBdB7AAAAAJ","CS","CS"
2814,"qCdzviYAAAAJ","CS","CS"
2815,"QclQnxIAAAAJ","CS","CS"
2816,"QcO9p8AAAAAJ","CS","CS"
2817,"qCVy9hgAAAAJ","BIO","XD"
2818,"qCxZYIIAAAAJ","BIO","BIO"
2819,"Qc_4yiYAAAAJ","CS","CS"
2820,"Qd1nLUYAAAAJ","BIO","BIO"
2821,"qDepoRUAAAAJ","CS","CS"
2822,"qDkQrKwAAAAJ","BIO","XD"
2823,"qe2DVGEAAAAJ","CS","CS"
2824,"QeRUVr0AAAAJ","CS","CS"
2825,"QetrSvUAAAAJ","CS","XD"
2826,"QEVXP-kAAAAJ","CS","XD"
2827,"qe_J1w4AAAAJ","CS","XD"
2828,"Qf4bw4UAAAAJ","CS","CS"
2829,"Qf650TUAAAAJ","BIO","BIO"
2830,"qfCah3sAAAAJ","CS","CS"
2831,"qFiMLsIAAAAJ","CS","XD"
2832,"qG1LVpQAAAAJ","CS","CS"
2833,"qgfEdwUAAAAJ","BIO","BIO"
2834,"QgGaAdsAAAAJ","BIO","XD"
2835,"QH90248AAAAJ","CS","CS"
2836,"qhKJnFcAAAAJ","BIO","BIO"
2837,"qHKTzjEAAAAJ","BIO","BIO"
2838,"qhLT67EAAAAJ","CS","XD"
2839,"qiIpsToAAAAJ","BIO","XD"
2840,"QiYAB0wAAAAJ","CS","XD"
2841,"qJ8iOCsAAAAJ","BIO","XD"
2842,"QJAKUxcAAAAJ","BIO","XD"
2843,"Qjb5DnwAAAAJ","BIO","BIO"
2844,"QjbgoY8AAAAJ","CS","CS"
2845,"QJfhnuYAAAAJ","BIO","XD"
2846,"QJICfH4AAAAJ","BIO","XD"
2847,"qjxIcXQAAAAJ","BIO","BIO"
2848,"qjzNW6EAAAAJ","CS","CS"
2849,"QKDzX08AAAAJ","BIO","BIO"
2850,"QKyb_9oAAAAJ","CS","CS"
2851,"QKzwvNgAAAAJ","CS","CS"
2852,"QLfk7F0AAAAJ","BIO","BIO"
2853,"qlKg614AAAAJ","CS","CS"
2854,"qlpCtxAAAAAJ","BIO","BIO"
2855,"qLuAbhMAAAAJ","CS","CS"
2856,"qLVPoXIAAAAJ","BIO","XD"
2857,"qMnlAC4AAAAJ","BIO","BIO"
2858,"qMOS01AAAAAJ","CS","XD"
2859,"qmwdWu8AAAAJ","BIO","XD"
2860,"qniacV8AAAAJ","BIO","BIO"
2861,"qnSUMswAAAAJ","BIO","XD"
2862,"QNT0BbAAAAAJ","BIO","BIO"
2863,"qnwjcfAAAAAJ","CS","XD"
2864,"qNznu3kAAAAJ","CS","XD"
2865,"qo-3N1cAAAAJ","BIO","BIO"
2866,"qOQFhUkAAAAJ","BIO","XD"
2867,"Qp5971IAAAAJ","CS","CS"
2868,"qPDhlWkAAAAJ","CS","XD"
2869,"qp_jN7wAAAAJ","BIO","BIO"
2870,"qq-SXN8AAAAJ","CS","CS"
2871,"qQLlBH4AAAAJ","BIO","XD"
2872,"qqnXTTwAAAAJ","BIO","BIO"
2873,"QqzqDucAAAAJ","BIO","BIO"
2874,"QR4VpsIAAAAJ","CS","CS"
2875,"qr8Vo9IAAAAJ","CS","XD"
2876,"qRAMJHgAAAAJ","BIO","XD"
2877,"Qrd7FCoAAAAJ","CS","XD"
2878,"QrJD-WgAAAAJ","BIO","BIO"
2879,"QRrrUU0AAAAJ","CS","CS"
2880,"QrS2y5sAAAAJ","CS","CS"
2881,"Qr_nVBAAAAAJ","BIO","BIO"
2882,"Qs9FzFUAAAAJ","CS","CS"
2883,"Qst5eCMAAAAJ","BIO","BIO"
2884,"qSulmx8AAAAJ","BIO","XD"
2885,"QSuV-T4AAAAJ","BIO","XD"
2886,"QSY7ufMAAAAJ","CS","CS"
2887,"QTAjlj0AAAAJ","BIO","XD"
2888,"qtxpXdcAAAAJ","BIO","XD"
2889,"QU4bZ5gAAAAJ","BIO","BIO"
2890,"Qu6haX0AAAAJ","BIO","BIO"
2891,"qWiOt7QAAAAJ","BIO","BIO"
2892,"QWORzTUAAAAJ","BIO","XD"
2893,"QWPwfsgAAAAJ","CS","CS"
2894,"qXb4xQMAAAAJ","CS","XD"
2895,"qXPd_pcAAAAJ","BIO","XD"
2896,"QxxseqsAAAAJ","CS","CS"
2897,"qY26R4kAAAAJ","BIO","XD"
2898,"qYcG-q0AAAAJ","CS","XD"
2899,"qygcrYkAAAAJ","BIO","BIO"
2900,"QyipVRoAAAAJ","CS","CS"
2901,"QYqwwwcAAAAJ","CS","CS"
2902,"qz6YaN4AAAAJ","CS","XD"
2903,"QZrx9MEAAAAJ","CS","CS"
2904,"Q_4d9N0AAAAJ","CS","XD"
2905,"q_7mcn4AAAAJ","CS","CS"
2906,"Q_kKkIUAAAAJ","CS","CS"
2907,"Q_lOnawAAAAJ","BIO","BIO"
2908,"q_n7d6EAAAAJ","CS","CS"
2909,"Q_tUV2QAAAAJ","BIO","BIO"
2910,"R0PhbAYAAAAJ","CS","CS"
2911,"r0qqWHAAAAAJ","BIO","BIO"
2912,"r1quzEkAAAAJ","CS","XD"
2913,"r1S7uvEAAAAJ","BIO","XD"
2914,"r1S8NBEAAAAJ","CS","CS"
2915,"R1Wg5b8AAAAJ","BIO","BIO"
2916,"R2EiZdAAAAAJ","BIO","BIO"
2917,"R2isddoAAAAJ","BIO","BIO"
2918,"R3-8L0EAAAAJ","BIO","BIO"
2919,"R3gBbQ0AAAAJ","BIO","XD"
2920,"r42-hFIAAAAJ","CS","CS"
2921,"r49_E2cAAAAJ","CS","CS"
2922,"r5al7kkAAAAJ","BIO","XD"
2923,"R5nkatMAAAAJ","BIO","XD"
2924,"R60RHdYAAAAJ","CS","CS"
2925,"r6cAovIAAAAJ","CS","CS"
2926,"r6GWf10AAAAJ","BIO","BIO"
2927,"r6ifxUIAAAAJ","CS","CS"
2928,"r6j_SIcAAAAJ","BIO","BIO"
2929,"R6Kyz4UAAAAJ","BIO","BIO"
2930,"r6v_dc8AAAAJ","CS","CS"
2931,"r70ags0AAAAJ","CS","CS"
2932,"r7veCY0AAAAJ","CS","CS"
2933,"r82Kfh0AAAAJ","BIO","BIO"
2934,"r8OMa6oAAAAJ","BIO","BIO"
2935,"R8yXxqkAAAAJ","BIO","BIO"
2936,"R94cBVgAAAAJ","CS","XD"
2937,"R9Fr5oIAAAAJ","BIO","BIO"
2938,"R9Ho8_8AAAAJ","BIO","BIO"
2939,"R9sorZwAAAAJ","CS","CS"
2940,"R9ZW47sAAAAJ","CS","CS"
2941,"RaHaArkAAAAJ","CS","CS"
2942,"RaINcuUAAAAJ","CS","CS"
2943,"RaScARwAAAAJ","CS","CS"
2944,"RA_As7kAAAAJ","BIO","XD"
2945,"rbCke0kAAAAJ","BIO","BIO"
2946,"RBfDXDMAAAAJ","BIO","BIO"
2947,"rBm9odgAAAAJ","BIO","BIO"
2948,"RBuoCYEAAAAJ","CS","XD"
2949,"rcjc5I4AAAAJ","CS","CS"
2950,"rcs6IKwAAAAJ","CS","XD"
2951,"rD8a4hQAAAAJ","CS","XD"
2952,"rDfyQnIAAAAJ","CS","XD"
2953,"RdI0WnQAAAAJ","BIO","XD"
2954,"rdnU53QAAAAJ","BIO","XD"
2955,"rdsng9wAAAAJ","BIO","BIO"
2956,"rE4Tz3YAAAAJ","CS","CS"
2957,"RefX_60AAAAJ","BIO","XD"
2958,"rejzeocAAAAJ","CS","CS"
2959,"ReThrX4AAAAJ","BIO","BIO"
2960,"RFAeRXEAAAAJ","BIO","XD"
2961,"rfayeocAAAAJ","CS","CS"
2962,"rFf-AooAAAAJ","BIO","XD"
2963,"RffbjzgAAAAJ","BIO","XD"
2964,"RFmkZ-EAAAAJ","BIO","BIO"
2965,"RfnRk4kAAAAJ","BIO","XD"
2966,"rFpexEAAAAAJ","CS","CS"
2967,"rg6Bl5YAAAAJ","CS","CS"
2968,"RGllVAsAAAAJ","BIO","XD"
2969,"RGwTnFcAAAAJ","BIO","BIO"
2970,"rGYZ-8IAAAAJ","BIO","BIO"
2971,"Rh16nsIAAAAJ","CS","CS"
2972,"Rh5orowAAAAJ","BIO","BIO"
2973,"RhCOXikAAAAJ","BIO","BIO"
2974,"RhFhIIgAAAAJ","CS","XD"
2975,"rhogjK0AAAAJ","CS","CS"
2976,"rHu-NogAAAAJ","BIO","BIO"
2977,"Rhu5LQIAAAAJ","CS","CS"
2978,"RhUcYmQAAAAJ","CS","XD"
2979,"riaI8GAAAAAJ","CS","CS"
2980,"RIUYP8YAAAAJ","BIO","BIO"
2981,"RivxoIcAAAAJ","CS","CS"
2982,"RiVzjNUAAAAJ","BIO","BIO"
2983,"Ri_-0Z0AAAAJ","BIO","BIO"
2984,"RJE1lmUAAAAJ","BIO","XD"
2985,"RJhla18AAAAJ","CS","CS"
2986,"RJwCyF0AAAAJ","BIO","XD"
2987,"RjxJExgAAAAJ","CS","CS"
2988,"rkmd4gQAAAAJ","BIO","BIO"
2989,"RKvl6OoAAAAJ","BIO","BIO"
2990,"rlnRcCYAAAAJ","BIO","BIO"
2991,"rMDGWjYAAAAJ","CS","CS"
2992,"rmEQ_KwAAAAJ","CS","CS"
2993,"RmosgOcAAAAJ","BIO","XD"
2994,"rMrW0VAAAAAJ","CS","CS"
2995,"RNC-GC0AAAAJ","BIO","BIO"
2996,"rNTIQXYAAAAJ","CS","CS"
2997,"RO8j5EIAAAAJ","BIO","XD"
2998,"ronge0AAAAAJ","CS","CS"
2999,"ROY0vC0AAAAJ","BIO","BIO"
3000,"rPDABdMAAAAJ","BIO","XD"
3001,"rpENUvIAAAAJ","BIO","BIO"
3002,"rPGn0XYAAAAJ","BIO","BIO"
3003,"RPmvtaQAAAAJ","BIO","BIO"
3004,"RpRMUSsAAAAJ","BIO","XD"
3005,"rQ0w89cAAAAJ","BIO","XD"
3006,"RR-xljkAAAAJ","BIO","BIO"
3007,"RRaDXNQAAAAJ","BIO","BIO"
3008,"rRxC18AAAAAJ","CS","CS"
3009,"RRzVwKkAAAAJ","CS","XD"
3010,"rS0EX5EAAAAJ","CS","XD"
3011,"RtJ2hRQAAAAJ","BIO","BIO"
3012,"rTJTJJ4AAAAJ","CS","XD"
3013,"rUiWchkAAAAJ","CS","XD"
3014,"runT3RsAAAAJ","CS","CS"
3015,"RUP4S68AAAAJ","CS","CS"
3016,"RuWWB_sAAAAJ","BIO","BIO"
3017,"rUZN-zQAAAAJ","CS","CS"
3018,"rV6ZZMAAAAAJ","BIO","BIO"
3019,"RvETgnYAAAAJ","BIO","BIO"
3020,"RvFc93wAAAAJ","BIO","XD"
3021,"rVo0piwAAAAJ","BIO","BIO"
3022,"rW1Bio0AAAAJ","CS","CS"
3023,"rwkZoXYAAAAJ","CS","CS"
3024,"rWl0U0oAAAAJ","CS","XD"
3025,"RXOSedcAAAAJ","BIO","BIO"
3026,"rxsX7DcAAAAJ","BIO","BIO"
3027,"RXw9afsAAAAJ","BIO","BIO"
3028,"rXYLXJMAAAAJ","CS","CS"
3029,"RY7cuPAAAAAJ","CS","CS"
3030,"RYcNIF4AAAAJ","BIO","BIO"
3031,"RYeexK4AAAAJ","BIO","BIO"
3032,"rynvwScAAAAJ","CS","CS"
3033,"ryyIEucAAAAJ","BIO","BIO"
3034,"RzEnQmgAAAAJ","CS","CS"
3035,"RznCjloAAAAJ","BIO","XD"
3036,"rZzn8TgAAAAJ","BIO","BIO"
3037,"R_aeIRQAAAAJ","BIO","BIO"
3038,"R_fV7c4AAAAJ","BIO","BIO"
3039,"R_VPUyEAAAAJ","CS","XD"
3040,"R_YC_jQAAAAJ","BIO","BIO"
3041,"s-4VGIQAAAAJ","CS","CS"
3042,"s-FMUNgAAAAJ","BIO","BIO"
3043,"s-pbFU8AAAAJ","BIO","BIO"
3044,"s-peGmEAAAAJ","BIO","XD"
3045,"S02AuR4AAAAJ","BIO","BIO"
3046,"s0BSyewAAAAJ","BIO","BIO"
3047,"s18-KHUAAAAJ","BIO","XD"
3048,"s1cRNHIAAAAJ","BIO","BIO"
3049,"S1r_qAUAAAAJ","BIO","BIO"
3050,"S1szbyAAAAAJ","CS","CS"
3051,"S2-glEwAAAAJ","BIO","XD"
3052,"s3IEJVgAAAAJ","CS","CS"
3053,"S3p39KsAAAAJ","BIO","BIO"
3054,"s45ZVgsAAAAJ","BIO","BIO"
3055,"S4GP-G4AAAAJ","CS","CS"
3056,"S5AaMfgAAAAJ","CS","CS"
3057,"S5B0QmMAAAAJ","CS","XD"
3058,"s5D9dcsAAAAJ","BIO","BIO"
3059,"S5ExrrQAAAAJ","BIO","BIO"
3060,"S5sz8gIAAAAJ","CS","CS"
3061,"s5vJrNwAAAAJ","BIO","XD"
3062,"S6-gFiMAAAAJ","BIO","XD"
3063,"s6iwrRIAAAAJ","BIO","XD"
3064,"S6P75HkAAAAJ","CS","XD"
3065,"S6UR-pkAAAAJ","BIO","XD"
3066,"s6XjtCMAAAAJ","BIO","XD"
3067,"s8e4QnsAAAAJ","CS","XD"
3068,"S9cNIqoAAAAJ","BIO","BIO"
3069,"Sadz1uwAAAAJ","BIO","BIO"
3070,"SagVxawAAAAJ","BIO","XD"
3071,"sAkg9T8AAAAJ","CS","CS"
3072,"saY3qN5NWbcC","CS","CS"
3073,"SbHBJa3S3XgC","CS","XD"
3074,"sbI6gvAAAAAJ","BIO","BIO"
3075,"SBkY4KAAAAAJ","BIO","XD"
3076,"sbyIxv0AAAAJ","BIO","BIO"
3077,"sc9YppcAAAAJ","CS","XD"
3078,"SCgBTgQAAAAJ","BIO","BIO"
3079,"sCiZ_p4AAAAJ","BIO","BIO"
3080,"sCL2jBcAAAAJ","CS","CS"
3081,"SCM35lMAAAAJ","CS","CS"
3082,"sczWfq8AAAAJ","BIO","BIO"
3083,"SDY9FwUAAAAJ","CS","CS"
3084,"se0TZ2EAAAAJ","CS","CS"
3085,"sEAoh3MAAAAJ","CS","CS"
3086,"SejsFgkAAAAJ","BIO","BIO"
3087,"sejWXlwAAAAJ","BIO","BIO"
3088,"SEMSJmcAAAAJ","CS","CS"
3089,"SeW3bhwAAAAJ","CS","CS"
3090,"sExg7GwAAAAJ","CS","XD"
3091,"sfi5cQUAAAAJ","BIO","BIO"
3092,"sFIgGN0AAAAJ","CS","XD"
3093,"sflJAhgAAAAJ","BIO","XD"
3094,"sFtFo44AAAAJ","BIO","XD"
3095,"sfuwsSwAAAAJ","CS","XD"
3096,"SfWhUQEAAAAJ","BIO","BIO"
3097,"Sf_1jXkAAAAJ","BIO","BIO"
3098,"SG5c300AAAAJ","BIO","BIO"
3099,"SG8unQcAAAAJ","BIO","BIO"
3100,"SGCNgQQAAAAJ","BIO","XD"
3101,"sGPW9jAAAAAJ","CS","XD"
3102,"SgQislgAAAAJ","BIO","BIO"
3103,"SGT23RAAAAAJ","CS","CS"
3104,"sh9-PrEAAAAJ","CS","CS"
3105,"Sha9_3YAAAAJ","BIO","XD"
3106,"sHJ-AioAAAAJ","BIO","XD"
3107,"ShySYTIAAAAJ","BIO","XD"
3108,"si3UgDwAAAAJ","BIO","BIO"
3109,"SIcRijoAAAAJ","CS","CS"
3110,"sILsSIsAAAAJ","BIO","BIO"
3111,"sIQvXIUAAAAJ","BIO","BIO"
3112,"sIuhJiAAAAAJ","BIO","BIO"
3113,"SIVnT74AAAAJ","CS","CS"
3114,"SIxd6jgAAAAJ","CS","CS"
3115,"sIXRYYEAAAAJ","BIO","XD"
3116,"SJ7rKLoAAAAJ","BIO","XD"
3117,"SjiG_ZsAAAAJ","CS","CS"
3118,"sjYQI88AAAAJ","BIO","BIO"
3119,"skDE7oIAAAAJ","BIO","BIO"
3120,"sknDyREAAAAJ","BIO","XD"
3121,"SKRWv2IAAAAJ","BIO","BIO"
3122,"SKVnHakAAAAJ","CS","XD"
3123,"SKXmmxIAAAAJ","CS","CS"
3124,"slVcOQIAAAAJ","CS","CS"
3125,"SlXqNooAAAAJ","CS","CS"
3126,"Sm0f6HYAAAAJ","CS","CS"
3127,"Sm14jYIAAAAJ","CS","CS"
3128,"sm9xJEkAAAAJ","CS","XD"
3129,"smEOOBsAAAAJ","CS","CS"
3130,"smzHhe4AAAAJ","BIO","BIO"
3131,"sNeVyqoAAAAJ","CS","CS"
3132,"snO5M-8AAAAJ","CS","CS"
3133,"sNVjjoUAAAAJ","CS","CS"
3134,"so6wKTcAAAAJ","BIO","BIO"
3135,"soiDQbQAAAAJ","CS","XD"
3136,"SoNEZA8AAAAJ","BIO","XD"
3137,"soUq_eQAAAAJ","CS","CS"
3138,"SOYXIDMAAAAJ","BIO","BIO"
3139,"SpC-lucAAAAJ","CS","CS"
3140,"sPDAJ7MAAAAJ","CS","CS"
3141,"SPiF-wsAAAAJ","BIO","XD"
3142,"sPlonWcAAAAJ","CS","CS"
3143,"sPzla6IAAAAJ","CS","CS"
3144,"SQ1eGN4AAAAJ","CS","CS"
3145,"sQ8u6h4AAAAJ","CS","CS"
3146,"SqC-kTwAAAAJ","CS","CS"
3147,"SQIewXAAAAAJ","BIO","BIO"
3148,"SqMUez0AAAAJ","CS","XD"
3149,"SRC3O-4AAAAJ","CS","CS"
3150,"sreiPqkAAAAJ","BIO","XD"
3151,"SrvvRBYAAAAJ","BIO","XD"
3152,"ss8KR5gAAAAJ","CS","CS"
3153,"sSS9gSoAAAAJ","CS","CS"
3154,"sSzAlq0AAAAJ","CS","CS"
3155,"sT2i5HkAAAAJ","BIO","XD"
3156,"su0fdf0AAAAJ","BIO","BIO"
3157,"sUo8vqYAAAAJ","BIO","BIO"
3158,"sUPIHAQAAAAJ","BIO","BIO"
3159,"SupjsEUAAAAJ","CS","CS"
3160,"sUVeH-4AAAAJ","CS","XD"
3161,"SV2GPKwAAAAJ","CS","XD"
3162,"svAox44AAAAJ","BIO","XD"
3163,"svnoYbAAAAAJ","BIO","BIO"
3164,"sVRNOg0AAAAJ","CS","CS"
3165,"swPW5FYAAAAJ","CS","CS"
3166,"SwzKJ0kAAAAJ","CS","CS"
3167,"sx5BfN0AAAAJ","BIO","BIO"
3168,"sxjynOsAAAAJ","CS","CS"
3169,"sXpY0CUAAAAJ","BIO","XD"
3170,"SxRtS5sAAAAJ","BIO","XD"
3171,"sXWssUUAAAAJ","BIO","BIO"
3172,"SXxEJvMAAAAJ","BIO","XD"
3173,"SxYY-kYAAAAJ","BIO","XD"
3174,"syCMBRIAAAAJ","CS","CS"
3175,"syv4e-EAAAAJ","CS","CS"
3176,"SzEjL3oAAAAJ","BIO","XD"
3177,"SzQNAfUAAAAJ","BIO","BIO"
3178,"szsAigoAAAAJ","CS","CS"
3179,"s_IPfEYAAAAJ","CS","CS"
3180,"S_jYB2sAAAAJ","CS","CS"
3181,"s_Qt47QAAAAJ","BIO","BIO"
3182,"s_YDrrgAAAAJ","CS","CS"
3183,"t-FPWNgAAAAJ","CS","XD"
3184,"t-VqN7sAAAAJ","CS","CS"
3185,"t0Sk55AAAAAJ","BIO","XD"
3186,"T1tFq2MAAAAJ","CS","XD"
3187,"t2LU824AAAAJ","BIO","BIO"
3188,"T2tYWWMAAAAJ","BIO","BIO"
3189,"T2U5sGIAAAAJ","CS","CS"
3190,"T2vp1pgAAAAJ","CS","XD"
3191,"t3TgxNwAAAAJ","CS","CS"
3192,"T3ToasEAAAAJ","BIO","BIO"
3193,"T3Wxu_AAAAAJ","CS","XD"
3194,"t4OSUfgAAAAJ","CS","CS"
3195,"t55vceMAAAAJ","BIO","BIO"
3196,"t5KSayQAAAAJ","CS","CS"
3197,"t5PHthoAAAAJ","BIO","XD"
3198,"t6lDgWUAAAAJ","BIO","BIO"
3199,"t6XVnH8AAAAJ","BIO","XD"
3200,"T8-BGRsAAAAJ","CS","CS"
3201,"T8k2etUAAAAJ","CS","XD"
3202,"t8wDGR0AAAAJ","BIO","XD"
3203,"taqkLgoAAAAJ","CS","CS"
3204,"TarnQO8AAAAJ","BIO","BIO"
3205,"TarR6_8AAAAJ","CS","CS"
3206,"Tb0ZrYwAAAAJ","CS","CS"
3207,"TBaBNdkAAAAJ","CS","CS"
3208,"tbbfR50AAAAJ","BIO","XD"
3209,"tbSN1UMAAAAJ","BIO","BIO"
3210,"TciP6mcAAAAJ","CS","CS"
3211,"tCq7Wx0AAAAJ","CS","XD"
3212,"tctarcMAAAAJ","BIO","BIO"
3213,"TdPArcoAAAAJ","BIO","BIO"
3214,"tEk4qo8AAAAJ","CS","CS"
3215,"teV2dfUAAAAJ","BIO","BIO"
3216,"TeWDBlIAAAAJ","BIO","BIO"
3217,"tf-3oyEAAAAJ","BIO","BIO"
3218,"tfe0tsIAAAAJ","BIO","BIO"
3219,"tfKjqhEAAAAJ","BIO","BIO"
3220,"TFv96MMAAAAJ","BIO","BIO"
3221,"Tg4ndREAAAAJ","BIO","BIO"
3222,"TGaEpWgAAAAJ","BIO","BIO"
3223,"TGNbm_gAAAAJ","BIO","BIO"
3224,"TGRPKRIAAAAJ","CS","CS"
3225,"tGTJ82AAAAAJ","BIO","XD"
3226,"TGypwUsAAAAJ","BIO","XD"
3227,"tgYsFS0AAAAJ","CS","CS"
3228,"th--KvkAAAAJ","BIO","XD"
3229,"TH512IgAAAAJ","CS","CS"
3230,"THBa5yoAAAAJ","BIO","BIO"
3231,"thiYWA4AAAAJ","BIO","BIO"
3232,"ThJ-Ju4AAAAJ","CS","CS"
3233,"thy6vUkAAAAJ","CS","XD"
3234,"Ti5vXmUAAAAJ","BIO","XD"
3235,"tI8OPH0AAAAJ","CS","CS"
3236,"tIgxLTUAAAAJ","CS","CS"
3237,"tIUy3lsAAAAJ","BIO","BIO"
3238,"Tiwd9qAAAAAJ","BIO","BIO"
3239,"TJ-7eZwAAAAJ","CS","CS"
3240,"Tj-vav8AAAAJ","CS","CS"
3241,"tjb2UccAAAAJ","CS","CS"
3242,"TjdFs3EAAAAJ","CS","CS"
3243,"TJI8JW0AAAAJ","CS","CS"
3244,"TJMHkwIAAAAJ","BIO","BIO"
3245,"TkayRqQAAAAJ","CS","XD"
3246,"tkb2YWQAAAAJ","CS","CS"
3247,"Tkd2hkcAAAAJ","BIO","BIO"
3248,"tKfKk5oAAAAJ","BIO","BIO"
3249,"TKSjVTUAAAAJ","CS","CS"
3250,"tKSxEgQAAAAJ","CS","CS"
3251,"TlaiOYsAAAAJ","BIO","BIO"
3252,"TLcVQ-MAAAAJ","CS","CS"
3253,"tlh8i7gAAAAJ","CS","CS"
3254,"tLO-x-IAAAAJ","CS","CS"
3255,"TmhHwmQAAAAJ","BIO","XD"
3256,"tmTcH0QAAAAJ","CS","XD"
3257,"tmuBOhwAAAAJ","CS","CS"
3258,"tmvxcWgAAAAJ","BIO","XD"
3259,"tMWwWEAAAAAJ","BIO","BIO"
3260,"tMYCvLAAAAAJ","CS","CS"
3261,"tnGKwL4AAAAJ","BIO","BIO"
3262,"tNmIw4MAAAAJ","CS","CS"
3263,"tnoaYskAAAAJ","BIO","BIO"
3264,"TNsLn_QAAAAJ","BIO","XD"
3265,"Tnvl5EcAAAAJ","BIO","XD"
3266,"tokXOxkAAAAJ","CS","CS"
3267,"TOmDIqIAAAAJ","CS","CS"
3268,"tOS9plIAAAAJ","BIO","BIO"
3269,"ToxxF5oAAAAJ","CS","CS"
3270,"tp07xT0AAAAJ","CS","XD"
3271,"TpLB3bsAAAAJ","BIO","BIO"
3272,"tpoh43QAAAAJ","CS","CS"
3273,"TPOorDcAAAAJ","CS","CS"
3274,"tQ5vbOAAAAAJ","CS","CS"
3275,"tqcSvFIAAAAJ","CS","CS"
3276,"tQEN0iAAAAAJ","BIO","BIO"
3277,"tqEWl8gAAAAJ","CS","XD"
3278,"tqF2ld4AAAAJ","CS","XD"
3279,"TQgOjK0AAAAJ","CS","CS"
3280,"tqPp3koAAAAJ","CS","XD"
3281,"TqxzvywAAAAJ","BIO","XD"
3282,"tR5MNfkAAAAJ","CS","XD"
3283,"tR7uT7UAAAAJ","BIO","XD"
3284,"tRerdSIAAAAJ","CS","CS"
3285,"tRfX-ckAAAAJ","BIO","BIO"
3286,"TrGbnnwAAAAJ","BIO","BIO"
3287,"TrqegZIAAAAJ","CS","CS"
3288,"TRX3MyYAAAAJ","BIO","XD"
3289,"tsMMIl0AAAAJ","CS","CS"
3290,"TSq5pFoAAAAJ","BIO","XD"
3291,"tsUKOwYAAAAJ","BIO","BIO"
3292,"TsVU8EcAAAAJ","CS","XD"
3293,"TSyOIvsAAAAJ","BIO","XD"
3294,"tt1oyyEAAAAJ","BIO","BIO"
3295,"TtA_j4YAAAAJ","CS","CS"
3296,"TtJeqqoAAAAJ","CS","XD"
3297,"TT_duF0AAAAJ","BIO","XD"
3298,"tu39-p8AAAAJ","CS","XD"
3299,"TUgQVOYAAAAJ","BIO","XD"
3300,"tuzMchcAAAAJ","BIO","XD"
3301,"tv-2BLQAAAAJ","BIO","BIO"
3302,"TVIMFxkAAAAJ","BIO","BIO"
3303,"TVOX8wQAAAAJ","BIO","BIO"
3304,"TW6dnZUAAAAJ","CS","CS"
3305,"TW7U1W0AAAAJ","CS","XD"
3306,"TwRylasAAAAJ","BIO","XD"
3307,"twVHi_EAAAAJ","BIO","BIO"
3308,"twwFv3QAAAAJ","CS","CS"
3309,"TXb5Ym8AAAAJ","CS","CS"
3310,"txdJApMAAAAJ","BIO","XD"
3311,"tXhqJv0AAAAJ","CS","CS"
3312,"TXkS7-EAAAAJ","BIO","BIO"
3313,"tXXbdq0AAAAJ","BIO","XD"
3314,"tYH0OCwAAAAJ","BIO","BIO"
3315,"tysCye4AAAAJ","BIO","BIO"
3316,"TZWVRR8AAAAJ","CS","CS"
3317,"tzxERCwAAAAJ","BIO","BIO"
