"serial_id","google_id","XDIndicator","XD95","XD00","XD05","XD10","XD15"
2171,"LCyuQYMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2172,"lDYz0hYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2173,"Le4ScQcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2174,"Lf2KB6cAAAAJ","CS","CS","CS","CS","CS","CS"
2175,"LfcroyAAAAAJ","CS","CS","CS","CS","CS","CS"
2176,"lfLiQmcAAAAJ","CS","CS","CS","CS","CS","CS"
2177,"lFnZ7RkAAAAJ","CS","CS","CS","CS","CS","CS"
2178,"LgF3Ds0AAAAJ","BIO","BIO","BIO","XD","XD","XD"
2179,"LgL2HpkAAAAJ","CS","CS","CS","CS","CS","CS"
2180,"LGp68QwAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2181,"lGsfTIsAAAAJ","CS","CS","CS","XD","XD","XD"
2182,"lH1PdF8AAAAJ","CS","CS","CS","CS","CS","CS"
2183,"lh527_4AAAAJ","BIO","BIO","XD","XD","XD","XD"
2184,"lhVOD7kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2185,"Li-BrU4AAAAJ","CS","CS","CS","CS","CS","CS"
2186,"LiAGLcwAAAAJ","CS","CS","CS","CS","CS","CS"
2187,"LIdVlPsAAAAJ","CS","CS","CS","XD","XD","XD"
2188,"LiMYijMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2189,"lJ8qjPAAAAAJ","CS","CS","CS","CS","CS","CS"
2190,"LjP106QAAAAJ","CS","CS","CS","CS","CS","CS"
2191,"LjuCA6AAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2192,"Lj_J0HsAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2193,"Lk38PP0AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2194,"LkbowasAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2195,"LkoaA0gAAAAJ","CS","CS","CS","CS","CS","CS"
2196,"LkWOEY0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2197,"Ll7EKP0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2198,"lL7fslgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2199,"lLmMKb0AAAAJ","CS","CS","CS","CS","XD","XD"
2200,"llo3F3QAAAAJ","CS","CS","CS","CS","CS","CS"
2201,"llOUqhkAAAAJ","CS","CS","CS","CS","CS","XD"
2202,"lmJ4en0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2203,"lmmq0XsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2204,"lMV_QwEAAAAJ","CS","CS","CS","CS","CS","CS"
2205,"LnB5_AcAAAAJ","CS","CS","CS","CS","CS","CS"
2206,"lNFZCgwAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2207,"LnhCGNMAAAAJ","CS","CS","CS","CS","CS","CS"
2208,"LNnZEd4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2209,"LnqYD9wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2210,"LOFYnLkAAAAJ","CS","CS","CS","CS","CS","CS"
2211,"loh7ivYAAAAJ","CS","CS","CS","CS","CS","XD"
2212,"LoXnMOIAAAAJ","CS","CS","CS","CS","CS","CS"
2213,"lPM8k54AAAAJ","CS","CS","CS","CS","CS","CS"
2214,"LPTkkxUAAAAJ","CS","CS","CS","CS","CS","XD"
2215,"lpxhbPAAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2216,"lq0KNv8AAAAJ","CS","CS","CS","CS","CS","CS"
2217,"LQ87h3sAAAAJ","CS","CS","CS","CS","CS","CS"
2218,"LqBNliAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2219,"LQEBzYcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2220,"lQmvO3cAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2221,"lqWjPTsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2222,"lR-CRA0AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2223,"lr4I9BwAAAAJ","CS","CS","CS","CS","CS","CS"
2224,"LrjbEkIAAAAJ","CS","CS","CS","CS","CS","XD"
2225,"LrlwhwUAAAAJ","BIO","XD","XD","XD","XD","XD"
2226,"LRQYRlIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2227,"lRTRxSIAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2228,"lRUi-A8AAAAJ","CS","CS","CS","CS","CS","CS"
2229,"ls1xrQgAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2230,"LSkqsVYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2231,"LsuWoRoAAAAJ","CS","CS","CS","CS","CS","CS"
2232,"lsYXBx8AAAAJ","CS","CS","CS","XD","XD","XD"
2233,"LT0qxKwAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2234,"lT6G78sAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2235,"ltX1UQMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2236,"Lu7biGYAAAAJ","CS","CS","CS","CS","XD","XD"
2237,"lu7U-UQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2238,"luouyakAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2239,"Luwlu-0AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2240,"LV1qWjgAAAAJ","CS","CS","CS","CS","CS","CS"
2241,"Lve9d-IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2242,"lveDKoUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2243,"LVx8a_kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2244,"LW4lnZYAAAAJ","CS","CS","CS","CS","CS","CS"
2245,"lW61FSQAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2246,"LWcEVAIAAAAJ","CS","CS","CS","CS","CS","CS"
2247,"LWj8mwwAAAAJ","CS","CS","XD","XD","XD","XD"
2248,"LWlN_BUAAAAJ","CS","CS","CS","CS","CS","CS"
2249,"lWqoF48AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2250,"LWvyLLsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2251,"LWyN17YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2252,"LXVfPc8AAAAJ","XD","XD","XD","XD","XD","XD"
2253,"lXvWihQAAAAJ","CS","CS","CS","CS","CS","CS"
2254,"Ly1WbocAAAAJ","CS","CS","CS","CS","CS","XD"
2255,"LYkku5wAAAAJ","CS","CS","CS","CS","CS","CS"
2256,"LYt_4uIAAAAJ","CS","CS","CS","CS","CS","CS"
2257,"lZ1mj0YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2258,"Lzo5gtUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2259,"lZSTLr0AAAAJ","CS","CS","CS","CS","XD","XD"
2260,"l_8ZFGIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2261,"l_9TshUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2262,"l_K1pgUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2263,"L_KD93oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2264,"l_sAwLsAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2265,"M-pazfcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2266,"M-Z7bAIAAAAJ","CS","CS","CS","CS","CS","CS"
2267,"m1qAiOUAAAAJ","XD","XD","XD","XD","XD","XD"
2268,"M2946AsAAAAJ","CS","CS","CS","CS","CS","CS"
2269,"M3sY_coAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2270,"M4AL53YAAAAJ","CS","CS","CS","CS","CS","CS"
2271,"m4NpPpcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2272,"M4xQUc0AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2273,"m4zCAPoAAAAJ","CS","CS","CS","CS","CS","CS"
2274,"M608PwEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2275,"M6urChQAAAAJ","CS","CS","CS","CS","CS","CS"
2276,"M6uUMREAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2277,"m6_ZE3MAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2278,"M7cOMT4AAAAJ","BIO","BIO","BIO","XD","XD","XD"
2279,"m9F7mIgAAAAJ","CS","CS","CS","CS","CS","CS"
2280,"ma2bwakAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2281,"MA4mtZEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2282,"MA8PTRUAAAAJ","CS","CS","CS","CS","CS","CS"
2283,"MA8rI0MAAAAJ","CS","CS","CS","CS","CS","CS"
2284,"mAbA6EoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2285,"mah-B4IAAAAJ","CS","CS","CS","CS","CS","CS"
2286,"mB5xnfMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2287,"mb8mQH8AAAAJ","CS","CS","CS","CS","CS","CS"
2288,"MblzAJYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2289,"MbRIDjgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2290,"MCe-I6wAAAAJ","CS","CS","CS","CS","CS","CS"
2291,"mCpDQqYAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2292,"MCWcNrgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2293,"MdORQMcAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2294,"mE4ra7cAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2295,"meBtX7EAAAAJ","CS","CS","CS","XD","XD","XD"
2296,"mF8cdJUAAAAJ","BIO","XD","XD","XD","XD","XD"
2297,"MFpkkWAAAAAJ","CS","CS","CS","CS","CS","CS"
2298,"MFTKkpwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2299,"mGCSvQUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2300,"MGVrVSIAAAAJ","CS","CS","CS","CS","CS","CS"
2301,"mGxYfZUAAAAJ","CS","CS","CS","CS","CS","CS"
2302,"mhlvI8wAAAAJ","CS","CS","CS","CS","CS","CS"
2303,"mhmvCgsAAAAJ","CS","CS","CS","CS","CS","CS"
2304,"Mhs-k4IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2305,"mHwonDEAAAAJ","XD","XD","XD","XD","XD","XD"
2306,"mI3mfHcAAAAJ","CS","CS","CS","CS","CS","CS"
2307,"midoH4EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2308,"MJ5G4xgAAAAJ","CS","CS","CS","CS","CS","CS"
2309,"mjci-OAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2310,"MjmBY5AAAAAJ","CS","CS","XD","XD","XD","XD"
2311,"MJxapkwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2312,"MJyWxOYAAAAJ","CS","CS","CS","CS","CS","CS"
2313,"MK2UiHcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2314,"mkG5-UUAAAAJ","CS","CS","CS","CS","CS","CS"
2315,"mko42a0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2316,"mkso-TAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2317,"MKSxZp4AAAAJ","CS","CS","CS","CS","CS","CS"
2318,"MkU_TDAAAAAJ","CS","CS","CS","CS","CS","CS"
2319,"mkXVbwYAAAAJ","CS","CS","CS","CS","CS","CS"
2320,"mL4MovgAAAAJ","CS","CS","CS","CS","CS","CS"
2321,"mlafJ6wAAAAJ","CS","CS","CS","CS","CS","CS"
2322,"mlC_ztAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2323,"MlZq4XwAAAAJ","CS","CS","CS","XD","XD","XD"
2324,"MM4XdKsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2325,"mMfI2vUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2326,"mMyjn7YAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2327,"mn1QyYgAAAAJ","CS","CS","CS","CS","CS","CS"
2328,"mncyWbcAAAAJ","CS","CS","CS","CS","CS","CS"
2329,"Mne_iRgAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2330,"MnfzuPYAAAAJ","CS","CS","CS","CS","CS","CS"
2331,"mNqVTp4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2332,"mNuzGVcAAAAJ","CS","CS","CS","CS","CS","CS"
2333,"MOaFLkMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2334,"MoFbcc0AAAAJ","CS","CS","CS","CS","CS","CS"
2335,"mOJJl04AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2336,"moocej8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2337,"Mp1ZTuMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2338,"MP9vHqQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2339,"MpISgU4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2340,"mqPgUdgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2341,"MQR-9fIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2342,"MqRa5voAAAAJ","CS","CS","CS","CS","XD","XD"
2343,"mQ_NwUIAAAAJ","CS","CS","CS","CS","CS","CS"
2344,"mRFXncEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2345,"MRLeMUsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2346,"MrWIWNwAAAAJ","CS","CS","CS","CS","CS","CS"
2347,"ms5tVWcAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2348,"mSoiXbIAAAAJ","CS","CS","CS","CS","CS","CS"
2349,"mt2pfh0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2350,"mtejbKYAAAAJ","CS","CS","CS","CS","CS","CS"
2351,"mTJLF-sAAAAJ","CS","CS","CS","CS","CS","CS"
2352,"mTLdrv8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2353,"MTMmNecAAAAJ","CS","CS","CS","CS","CS","CS"
2354,"MtS6ifkAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2355,"MtVE_gkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2356,"MTZaRW4AAAAJ","CS","CS","CS","CS","CS","CS"
2357,"mUsuJvwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2358,"MVhaA0AAAAAJ","CS","CS","CS","CS","CS","CS"
2359,"MvxSD2AAAAAJ","CS","CS","CS","CS","CS","CS"
2360,"MvZGiDgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2361,"MWAFMFMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2362,"MwFpac4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2363,"MwIL3roAAAAJ","CS","CS","CS","CS","CS","CS"
2364,"MwLqCs4AAAAJ","CS","CS","CS","CS","CS","CS"
2365,"MWmrki0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2366,"mwtIqCEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2367,"mX5bHM4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2368,"MXy0YAIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2369,"MYqlcPgAAAAJ","XD","XD","XD","XD","XD","XD"
2370,"MYsIXF4AAAAJ","CS","CS","CS","CS","CS","CS"
2371,"MzAxRscAAAAJ","CS","CS","CS","CS","CS","CS"
2372,"mzcr92sAAAAJ","CS","CS","CS","CS","CS","CS"
2373,"mZKq5mYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2374,"MZKvGjYAAAAJ","CS","CS","CS","CS","CS","CS"
2375,"M_wn8q0AAAAJ","BIO","BIO","XD","XD","XD","XD"
2376,"n-FCqMEAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2377,"n-Lxqf4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2378,"N0FiVZ4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2379,"n0uRPLgAAAAJ","CS","CS","CS","CS","XD","XD"
2380,"N3Jc1zMAAAAJ","CS","CS","CS","CS","XD","XD"
2381,"n3LTWi8AAAAJ","CS","CS","CS","XD","XD","XD"
2382,"n3qeflAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2383,"n3vpktQAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2384,"N5M5yMQAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2385,"N5ogkesAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2386,"n6bjh24AAAAJ","CS","CS","CS","CS","CS","CS"
2387,"n6HZgGMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2388,"n6ItfK4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2389,"n6wC7nwAAAAJ","CS","CS","CS","CS","XD","XD"
2390,"n7HjYQoAAAAJ","CS","CS","CS","XD","XD","XD"
2391,"N7sfFpcAAAAJ","CS","CS","CS","CS","CS","CS"
2392,"n7Z3EDsAAAAJ","CS","CS","XD","XD","XD","XD"
2393,"N9f43xoAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2394,"narQv40AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2395,"nAtfgOYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2396,"NaVxc4wAAAAJ","CS","CS","CS","CS","CS","CS"
2397,"Nbel9ekAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2398,"nbM0mzwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2399,"nbpafUkAAAAJ","CS","CS","CS","CS","CS","CS"
2400,"NByrsK0AAAAJ","CS","CS","CS","CS","XD","XD"
2401,"Nc8U6E4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2402,"ncgNqP8AAAAJ","BIO","XD","XD","XD","XD","XD"
2403,"nChgOjEAAAAJ","CS","CS","CS","CS","CS","CS"
2404,"NcIqQ88AAAAJ","CS","CS","CS","CS","CS","CS"
2405,"nCMS90YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2406,"NCQ3E5sAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2407,"NCQuZX0AAAAJ","CS","CS","CS","CS","CS","CS"
2408,"ND0FM6EAAAAJ","CS","CS","CS","CS","CS","CS"
2409,"Nd4kKIkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2410,"nd8lQQIAAAAJ","CS","CS","CS","XD","XD","XD"
2411,"ndc9Yw8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2412,"nDH-AqwAAAAJ","CS","CS","CS","CS","CS","CS"
2413,"NdIeYpEAAAAJ","CS","CS","CS","CS","CS","CS"
2414,"NDit5dwAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2415,"NdNSXFkAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2416,"nEAp11sAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2417,"NeJ-SQEAAAAJ","XD","XD","XD","XD","XD","XD"
2418,"neO3vFYAAAAJ","CS","CS","CS","CS","CS","CS"
2419,"NEqM-4IAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2420,"NerNaMIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2421,"nExKrpsAAAAJ","CS","CS","CS","CS","CS","CS"
2422,"NE_tfEIAAAAJ","CS","XD","XD","XD","XD","XD"
2423,"Nf4G12YAAAAJ","CS","CS","CS","CS","CS","CS"
2424,"Nf4vo2UAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2425,"nFb_T4wAAAAJ","CS","CS","CS","CS","CS","CS"
2426,"nFdbcvsAAAAJ","CS","CS","CS","CS","XD","XD"
2427,"NFdG-GMAAAAJ","CS","CS","CS","XD","XD","XD"
2428,"nfkH5V4AAAAJ","CS","CS","CS","CS","CS","XD"
2429,"nFXWzWwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2430,"nGj4p9YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2431,"nHdZpMUAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2432,"NhnK838AAAAJ","CS","CS","CS","CS","CS","XD"
2433,"nhpEPFgAAAAJ","CS","CS","CS","CS","CS","CS"
2434,"NhY4TT4AAAAJ","CS","CS","CS","CS","CS","CS"
2435,"NHZdlVkAAAAJ","CS","CS","CS","CS","CS","CS"
2436,"niE2OkIAAAAJ","CS","CS","CS","CS","CS","CS"
2437,"NINFXC0AAAAJ","CS","CS","CS","CS","CS","CS"
2438,"NJ9c4ygAAAAJ","CS","CS","CS","CS","CS","CS"
2439,"njczUPMAAAAJ","CS","CS","CS","CS","CS","CS"
2440,"NjfTEZsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2441,"njG9diQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2442,"njmedqoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2443,"njpX--gAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2444,"nK3RdOIAAAAJ","XD","XD","XD","XD","XD","XD"
2445,"NK7srJYAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2446,"NKQ2xvcAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2447,"nKR2tGvMLFMC","CS","CS","CS","CS","CS","CS"
2448,"NKRYI9UAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2449,"nLuHfy4AAAAJ","CS","CS","CS","CS","CS","CS"
2450,"NlUlAGMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2451,"NMKiMdMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2452,"nNU3STcAAAAJ","CS","CS","CS","CS","CS","CS"
2453,"NOi4NtYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2454,"NoNHPb4AAAAJ","CS","CS","CS","CS","CS","CS"
2455,"noo17fcAAAAJ","CS","CS","CS","CS","XD","XD"
2456,"NOucxBgAAAAJ","CS","CS","CS","CS","CS","CS"
2457,"np2P8G8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2458,"NpcLBDsAAAAJ","CS","CS","CS","CS","CS","CS"
2459,"NPLom4YAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2460,"nPzV2RIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2461,"nq-EK3QAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2462,"NqDgVtcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2463,"NQLfHBIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2464,"NRAo--UAAAAJ","CS","CS","XD","XD","XD","XD"
2465,"NRfuSNcAAAAJ","CS","CS","CS","CS","CS","CS"
2466,"NrOOkrMAAAAJ","CS","CS","CS","CS","CS","XD"
2467,"NScglmAAAAAJ","CS","CS","CS","CS","CS","CS"
2468,"nSlIK18AAAAJ","CS","CS","CS","XD","XD","XD"
2469,"nst5fHgAAAAJ","CS","CS","CS","CS","CS","CS"
2470,"ns_6BgMAAAAJ","CS","CS","CS","CS","CS","CS"
2471,"nt2k598AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2472,"NtLLvQoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2473,"ntU7-hwAAAAJ","CS","CS","CS","CS","CS","CS"
2474,"NU-FHh4AAAAJ","CS","CS","CS","CS","CS","CS"
2475,"Nu9UvKIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2476,"nUfFpt0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2477,"nUP4MMQAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2478,"NUrQb4cAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2479,"nusw_dsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2480,"nv-MV58AAAAJ","CS","CS","CS","CS","CS","CS"
2481,"nvKQ7JQAAAAJ","CS","CS","CS","CS","CS","CS"
2482,"nVksQusAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2483,"nvR1mBgAAAAJ","CS","CS","CS","CS","CS","CS"
2484,"NW2I4PYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2485,"nwfZfqoAAAAJ","CS","CS","CS","XD","XD","XD"
2486,"nwNHXf4AAAAJ","BIO","BIO","XD","XD","XD","XD"
2487,"NWuJZEAAAAAJ","CS","CS","CS","CS","CS","CS"
2488,"nX9D5AoAAAAJ","CS","CS","CS","CS","CS","CS"
2489,"nXBQn7gAAAAJ","CS","CS","CS","CS","CS","CS"
2490,"NxBuRgcAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2491,"nXJkAnAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2492,"nxNkEiYAAAAJ","CS","CS","CS","CS","CS","XD"
2493,"NXtRD1cAAAAJ","CS","CS","CS","CS","CS","CS"
2494,"nYdU_wgAAAAJ","CS","CS","CS","CS","CS","CS"
2495,"NyqFkSYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2496,"NyxsQ40AAAAJ","BIO","BIO","BIO","XD","XD","XD"
2497,"nz1cUQEAAAAJ","BIO","BIO","BIO","XD","XD","XD"
2498,"nZ3HZDMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2499,"NZdvqZEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2500,"nziLHh4AAAAJ","BIO","BIO","XD","XD","XD","XD"
2501,"NzQu5SwAAAAJ","CS","CS","XD","XD","XD","XD"
2502,"nztNRM0AAAAJ","CS","CS","CS","CS","CS","XD"
2503,"nzTXeNsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2504,"N_9p2rMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2505,"n_BMt9AAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2506,"o-6rUfoAAAAJ","BIO","XD","XD","XD","XD","XD"
2507,"o0hOu3cAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2508,"O0KuRBQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2509,"O0W9jEQAAAAJ","CS","CS","CS","CS","CS","CS"
2510,"O1b7GZMAAAAJ","CS","CS","CS","CS","CS","CS"
2511,"O1FZe5EAAAAJ","CS","CS","CS","CS","CS","CS"
2512,"O1iKLewAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
2513,"O1l6JGkAAAAJ","CS","CS","CS","CS","CS","CS"
2514,"O2e-vO4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2515,"o3ol4ZcAAAAJ","CS","CS","CS","CS","CS","CS"
2516,"O3qOkKsAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2517,"o43oc6AAAAAJ","CS","CS","CS","CS","CS","CS"
2518,"O4rYanMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2519,"o4suLN4AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
2520,"o5yD6EwAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
2521,"o5YQMkMAAAAJ","CS","CS","CS","CS","CS","CS"
2522,"O8NWAXoAAAAJ","CS","CS","CS","CS","CS","CS"
2523,"o8oJ6s4AAAAJ","CS","CS","CS","CS","CS","CS"
